0.000184,1000,5.43478e+06,5.43478,
7.4e-05,10,135135,0.135135,
5.5e-05,10,181818,0.181818,
7.4e-05,10,135135,0.135135,
5.5e-05,10,181818,0.181818,
0.000184,1000,5.43478e+06,5.43478,
0.000165,1000,6.06061e+06,6.06061,
0.002581,13000,5.03681e+06,5.03681,
5.6e-05,10,178571,0.178571,
5.5e-05,10,181818,0.181818,
7.3e-05,110,1.50685e+06,1.50685,
5.5e-05,210,3.81818e+06,3.81818,
5.5e-05,310,5.63636e+06,5.63636,
3.7e-05,410,1.10811e+07,11.0811,
5.5e-05,510,9.27273e+06,9.27273,
0.00011,610,5.54545e+06,5.54545,
0.000111,710,6.3964e+06,6.3964,
0.000148,810,5.47297e+06,5.47297,
0.000148,910,6.14865e+06,6.14865,
0.000184,1010,5.48913e+06,5.48913,
0.000203,1110,5.46798e+06,5.46798,
0.000222,1210,5.45045e+06,5.45045,
0.00024,1310,5.45833e+06,5.45833,
0.000277,1410,5.09025e+06,5.09025,
0.000277,1510,5.45126e+06,5.45126,
0.000295,1610,5.45763e+06,5.45763,
0.000331,1710,5.16616e+06,5.16616,
0.000313,1810,5.78275e+06,5.78275,
0.000332,1910,5.75301e+06,5.75301,
0.000387,2010,5.1938e+06,5.1938,
0.000406,2110,5.19704e+06,5.19704,
0.000424,2210,5.21226e+06,5.21226,
0.000442,2310,5.22624e+06,5.22624,
0.000442,2410,5.45249e+06,5.45249,
0.000461,2510,5.44469e+06,5.44469,
0.000498,2610,5.24096e+06,5.24096,
0.000535,2710,5.06542e+06,5.06542,
0.000553,2810,5.08137e+06,5.08137,
0.000572,2910,5.08741e+06,5.08741,
0.000553,3010,5.44304e+06,5.44304,
0.000571,3110,5.44658e+06,5.44658,
0.000627,3210,5.11962e+06,5.11962,
0.000608,3310,5.44408e+06,5.44408,
0.000646,3410,5.27864e+06,5.27864,
0.000663,3510,5.29412e+06,5.29412,
0.000701,3610,5.14979e+06,5.14979,
0.000756,3710,4.90741e+06,4.90741,
0.000737,3810,5.16961e+06,5.16961,
0.000756,3910,5.17196e+06,5.17196,
0.000756,4010,5.30423e+06,5.30423,
0.000792,4110,5.18939e+06,5.18939,
0.000811,4210,5.19112e+06,5.19112,
0.000847,4310,5.08855e+06,5.08855,
0.000829,4410,5.31966e+06,5.31966,
0.000885,4510,5.09605e+06,5.09605,
0.000884,4610,5.21493e+06,5.21493,
0.000922,4710,5.10846e+06,5.10846,
0.000959,4810,5.01564e+06,5.01564,
0.000958,4910,5.12526e+06,5.12526,
0.000977,5010,5.12794e+06,5.12794,
0.000995,5110,5.13568e+06,5.13568,
0.000995,5210,5.23618e+06,5.23618,
0.001014,5310,5.23669e+06,5.23669,
0.001069,5410,5.0608e+06,5.0608,
0.001087,5510,5.069e+06,5.069,
0.001106,5610,5.07233e+06,5.07233,
0.001124,5710,5.08007e+06,5.08007,
0.001143,5810,5.08311e+06,5.08311,
0.001143,5910,5.1706e+06,5.1706,
0.001161,6010,5.17657e+06,5.17657,
0.001179,6110,5.18236e+06,5.18236,
0.001235,6210,5.02834e+06,5.02834,
0.001217,6310,5.18488e+06,5.18488,
0.001272,6410,5.03931e+06,5.03931,
0.000571,6510,1.14011e+07,11.4011,
0.001253,6610,5.27534e+06,5.27534,
0.001327,6710,5.05652e+06,5.05652,
0.001345,6810,5.0632e+06,5.0632,
0.001346,6910,5.13373e+06,5.13373,
0.001364,7010,5.1393e+06,5.1393,
0.001364,7110,5.21261e+06,5.21261,
0.00142,7210,5.07746e+06,5.07746,
0.001087,7310,6.72493e+06,6.72493,
0.001013,7410,7.31491e+06,7.31491,
0.001475,7510,5.09153e+06,5.09153,
0.001512,7610,5.03307e+06,5.03307,
0.00153,7710,5.03922e+06,5.03922,
0.001511,7810,5.16876e+06,5.16876,
0.001567,7910,5.04786e+06,5.04786,
0.001585,8010,5.05363e+06,5.05363,
0.001586,8110,5.11349e+06,5.11349,
0.001604,8210,5.11845e+06,5.11845,
0.00164,8310,5.06707e+06,5.06707,
0.001677,8410,5.01491e+06,5.01491,
0.001677,8510,5.07454e+06,5.07454,
0.001696,8610,5.07665e+06,5.07665,
0.001714,8710,5.08168e+06,5.08168,
0.001732,8810,5.08661e+06,5.08661,
0.001751,8910,5.08852e+06,5.08852,
0.001751,9010,5.14563e+06,5.14563,
0.001806,9110,5.0443e+06,5.0443,
0.001824,9210,5.04934e+06,5.04934,
0.001843,9310,5.05155e+06,5.05155,
0.001843,9410,5.10581e+06,5.10581,
0.001862,9510,5.10741e+06,5.10741,
0.001898,9610,5.06322e+06,5.06322,
0.001935,9710,5.01809e+06,5.01809,
0.001917,9810,5.11737e+06,5.11737,
0.001954,9910,5.07165e+06,5.07165,
0.001972,10010,5.07606e+06,5.07606,
0.001972,10110,5.12677e+06,5.12677,
0.002028,10210,5.03452e+06,5.03452,
0.002046,10310,5.0391e+06,5.0391,
0.002046,10410,5.08798e+06,5.08798,
0.002046,10510,5.13685e+06,5.13685,
0.002083,10610,5.09361e+06,5.09361,
0.002101,10710,5.09757e+06,5.09757,
0.002138,10810,5.05613e+06,5.05613,
0.002175,10910,5.01609e+06,5.01609,
0.002156,11010,5.10668e+06,5.10668,
0.002212,11110,5.0226e+06,5.0226,
0.002193,11210,5.11172e+06,5.11172,
0.002212,11310,5.11302e+06,5.11302,
0.002231,11410,5.1143e+06,5.1143,
0.002285,11510,5.0372e+06,5.0372,
0.002304,11610,5.03906e+06,5.03906,
0.002322,11710,5.04307e+06,5.04307,
0.002341,11810,5.04485e+06,5.04485,
0.00236,11910,5.04661e+06,5.04661,
0.002378,12010,5.05046e+06,5.05046,
0.002397,12110,5.05215e+06,5.05215,
0.002414,12210,5.058e+06,5.058,
0.002433,12310,5.0596e+06,5.0596,
0.00247,12410,5.02429e+06,5.02429,
0.002488,12510,5.02814e+06,5.02814,
0.002488,12610,5.06833e+06,5.06833,
0.002525,12710,5.03366e+06,5.03366,
0.002544,12810,5.03538e+06,5.03538,
0.002543,12910,5.07668e+06,5.07668,
